FPA_ID,FIRE_YEAR,FIRE_NAME,DISCOVERY_DATE,DISCOVERY_DOY,CAUSE_CLASS,GENERAL_CAUSE,FIRE_SIZE,FIRE_SIZE_CLASS,LATITUDE,LONGITUDE,MONTH
SFO-2001CACDFRRU042668,2001,WATKINS                  ,2001-06-23,174,Human,Arson/incendiarism,1407.0,F,33.96805555,-117.32305555,2
FS-368793,2001,ROCK,2001-08-09,221,Natural,Natural,1313.0,F,41.8875,-120.86722222,4
FWS-2001CASCR1134,2001,BELL,2001-12-08,342,Missing data/not specified/undetermined,Missing data/not specified/undetermined,1200.0,F,32.61666667,-116.61666667,4
FS-368380,2001,HEMLOCK,2001-06-14,165,Human,Debris and open burning,1074.0,F,34.16666667,-117.06666667,4
FS-367775,2001,HYAMPOM,2001-08-31,243,Human,Arson/incendiarism,1065.0,F,40.56777778,-123.23472222,4
W-104809,2001,SHAFFER,2001-08-08,220,Natural,Natural,1022.0,F,40.44135,-120.31873,3
W-103401,2001,LMU GRASS,2001-07-26,207,Natural,Natural,992.0,E,40.7982,-120.7394,5
FWS-2001CALUR1781,2001,165,2001-06-13,164,Missing data/not specified/undetermined,Missing data/not specified/undetermined,950.0,E,37.15,-120.85166667,5
SFO-2001CACDFMMU011907,2001,CRANE                    ,2001-07-16,197,Human,Missing data/not specified/undetermined,900.0,E,37.39694444,-120.54888888,4
FS-366889,2001,M-9,2001-05-02,122,Human,Debris and open burning,830.0,E,39.80916667,-122.71083333,4
FS-371572,2001,OROSCO,2001-08-14,226,Human,Missing data/not specified/undetermined,813.0,E,33.10138889,-116.88583333,4
FS-367671,2001,BIG,2001-06-02,153,Human,Missing data/not specified/undetermined,800.0,E,40.75,-123.21666667,5
FS-372190,2001,BRICEBURG,2001-07-24,205,Human,Missing data/not specified/undetermined,722.0,E,37.61527778,-119.9525,5
FS-368115,2001,SHELBY,2001-07-27,208,Human,Railroad operations and maintenance,720.0,E,34.2,-117.39,5
W-104079,2001,COWHEAD,2001-08-08,220,Natural,Natural,709.0,E,41.865190000000005,-120.0708,5
FWS-2001CAGRRX182,2001,AQUEDUCT,2001-07-01,182,Human,Equipment and vehicle use,700.0,E,37.078663,-120.98914099999999,4
SFO-2001CACDFMMU010898,2001,MC NAMMARA               ,2001-07-01,182,Human,Equipment and vehicle use,700.0,E,37.22194444,-120.47888888,5
FS-369213,2001,BSFMU31,2001-08-11,223,Natural,Natural,671.0,E,41.69527778,-120.57166667,4
